PLUIDM|PLUIGR|TAG|RENCENG|MINOR|KDIDM
20099297|1489490||1|12|G089
20087155|1688320||1|24|G089
10023792|0721440||1|40|G089
20123024|1569320||1|40|G089
10007606|0347660||1|40|G089
20125045|1588590||1|40|G089
20035548|1168240||1|5|G089
20123699|||0|0|G089
20113097|1631690|N|1|1|G089
20121951|1595880|N|1|2|G089
20086199|1492810|N|1|1|G089
20086253|1258000|R|1|1|G089
20058033|1481790|N|1|1|G089
20041027||R|0|1|G089
20040146||N|0|1|G089
20024708||N|0|1|G089
20056126||N|0|4|G089
20062833|1341520|N|1|1|G089
20032241||R|0|16|G089
20027622|1302510|N|1|1|G089
20049203|1284820|R|1|1|G089
10033626||R|0|1|G089
20019505||N|0|1|G089
20048001|1864730|N|1|1|G089
20055569||N|0|1|G089
20034737||N|0|1|G089
20087011|1687800|N|1|2|G089
20056313||N|0|1|G089
20055315|1314950|N|1|2|G089
20044555|1159820|N|1|1|G089
20044697|1159890|R|1|1|G089
10003547|0406070|N|1|1|G089
20045982|1290250|N|1|1|G089
10000719|1388190|N|1|1|G089
20052795|1668230|R|1|1|G089
20063344||N|0|1|G089
20063697|1358490|N|1|2|G089
20064113|1359210|N|1|1|G089
20018904|1135040||1|24|G089
20075895|1498330|V|1|1|G089
10012263|1337200||1|2|G089
10003491|0088030||1|2|G089
20076292|1294320||1|2|G089
20045175|1179260||1|3|G089
10000757|1322530||1|2|G089
20070711|1333530|D|1|2|G089
20024303|1194640||1|1|G089
20094822||N|0|1|G089
20099087|1552740|R|1|15|G089
20081829|1337410|N|1|1|G089
20099789|1422930|R|1|1|G089
20097108|1414160|N|1|2|G089
20101088|1422380|N|1|1|G089
20097298|1424850|N|1|1|G089
10032321|1404390|N|1|2|G089
20045050|1368750|N|1|10|G089
20012834|1095290|N|1|1|G089
10032681|0857810|N|1|2|G089
20036023|1152720|N|1|1|G089
20052550||N|0|1|G089
20032971||R|0|1|G089
20052808||N|0|1|G089
20036707||N|0|1|G089
20025821||R|0|1|G089
20029191||R|0|1|G089
20048168||R|0|1|G089
20047251|1217320|R|1|2|G089
20085808|1430520|R|1|1|G089
20066755|1316180|N|1|1|G089
20067177||N|0|1|G089
20066596||N|0|1|G089
20068077||N|0|1|G089
20068896||N|0|1|G089
20069816||N|0|1|G089
20070201||N|0|1|G089
20056992|1478740|N|1|1|G089
20060634|1528720|N|1|1|G089
10030668|0713970|N|1|2|G089
20010774|1078910|R|1|1|G089
20054779|1534710|N|1|1|G089
20121399|1540300||1|1|G089
10003645|0234030||1|2|G089
20093919|1541050||1|1|G089
20075791|1400700||1|2|G089
20106186|1485650||1|1|G089
20131366|1660890||1|1|G089
20041483|1328010||1|6|G089
20119653|1436670|N|1|1|G089
10034403|0869460|V|1|1|G089
20074710|1686920||1|1|G089
10035852|1359440||1|1|G089
10004534|0013550|N|1|40|G089
20101747|1504580||1|40|G089
20131507|||0|0|G089
20132195|||0|0|G089
20088535|1515940||1|2|G089
20047924|1196150|N|1|1|G089
20043424||N|0|6|G089
20045405|1533020|R|1|2|G089
20056303|1377920|N|1|1|G089
20043992||R|0|1|G089
20046869||N|0|1|G089
20032728||N|0|2|G089
20022418|1317850|R|1|1|G089
20035469|1318090|N|1|1|G089
20046411||R|0|1|G089
20062917|1380730|R|1|1|G089
20122030|1596200|N|1|12|G089
20117470|1501170|N|1|1|G089
20077470|1452750|N|1|1|G089
20125800|1539830|N|1|6|G089
20088543|1515860|R|1|1|G089
20088536|1515870|R|1|1|G089
20090349|1419360|R|1|1|G089
20089966|1667490|R|1|1|G089
20090431|1419690|N|1|1|G089
20078768|1534450|N|1|2|G089
20092560|1354660|N|1|1|G089
10008612|0803580|N|1|24|G089
20095617|1541950|N|1|1|G089
20094723|1457020|R|1|1|G089
20101106|1504860|N|1|6|G089
20087876|1393400|R|1|1|G089
20091810|1392490|N|1|2|G089
20046733||N|0|1|G089
20060360||R|0|1|G089
20060363||R|0|1|G089
20049935|1494680|R|1|1|G089
20062891||N|0|1|G089
20041908||N|0|1|G089
20036335|1403650|N|1|1|G089
20046703||R|0|1|G089
20034201|1161960|N|1|1|G089
20036324||R|0|1|G089
20037023||R|0|0|G089
20034992|1528490|N|1|1|G089
20012575|1096200|R|1|24|G089
20012898|1095850|N|1|2|G089
20115362|1672590||1|4|G089
20116109|1704600||1|4|G089
20083488|1393580||1|2|G089
10008580|0313020||1|2|G089
20130555|1591310||1|2|G089
20131290|1858260||1|1|G089
20115197|1594360|I|1|1|G089
20085048|1346200||1|1|G089
20115504|1825820|N|1|2|G089
20117003|1688720|N|1|2|G089
20119865|1484340|F|1|2|G089
20063276|1359020|N|1|1|G089
20065057|1272340|N|1|1|G089
20052770||N|0|1|G089
20005530|1038130|N|1|12|G089
20060462||R|0|1|G089
20045614||N|0|1|G089
20043007||N|0|1|G089
20019274||R|0|1|G089
20054882||N|0|1|G089
20091708|1495510|N|1|1|G089
20103953|1710230|N|1|2|G089
20052035|1481270|R|1|1|G089
20049975||N|0|1|G089
20040598||F|0|1|G089
20044536|1239830|R|1|1|G089
20052559|1259620|R|1|1|G089
20050907||N|0|1|G089
20056318||N|0|5|G089
20048637||R|0|1|G089
20028192||R|0|1|G089
20044193|1318050|R|1|1|G089
20030121|1382250|N|1|1|G089
20036573||N|0|0|G089
20056929||N|0|1|G089
20057011||N|0|1|G089
20050931||R|0|1|G089
20046935||N|0|1|G089
20049224||R|0|1|G089
20047353||R|0|1|G089
20057706|1482540|R|1|1|G089
20037996||N|0|1|G089
20084447|1498620|N|1|1|G089
20088413|1515840|N|1|2|G089
20088377|1515490|N|1|1|G089
20090340|1419400|R|1|1|G089
10031467|1392570|N|1|1|G089
20088963|1516570|N|1|1|G089
20091560|1313390|N|1|2|G089
20091722|1392210|Z|1|1|G089
20093680|1523340|N|1|1|G089
20094165|1818480|N|1|6|G089
20096140|1689760|N|1|1|G089
20090529|1551260|R|1|1|G089
20122743|1817370|N|1|2|G089
20088042|1323890|N|1|1|G089
20128563|1785740|N|1|1|G089
20128846|1974710||1|1|G089
20066272||N|0|1|G089
20066189|1271290|N|1|1|G089
10036656||N|0|1|G089
20062509|1674450|N|1|2|G089
20062415||N|0|1|G089
20043622||N|0|6|G089
20065386|1529340|R|1|1|G089
20063486|1636330|N|1|2|G089
20056957||N|0|1|G089
20054642||R|0|1|G089
20064084||N|0|1|G089
20016949|1306270|N|1|12|G089
20101226|1461410|N|1|1|G089
20016762|1509270|N|1|2|G089
20101420|1458240|N|1|1|G089
20107882|1423700|N|1|2|G089
20088220|1515370|N|1|1|G089
20113279|1626260|R|1|1|G089
20094912|1510830|R|1|2|G089
20113275|1626190|R|1|1|G089
20131391|1661010|G|1|1|G089
10036884|1672130|N|1|2|G089
20113159|1632200|R|1|1|G089
20034914|1231200|N|1|2|G089
20038321||R|0|2|G089
20062893||N|0|1|G089
20038239|1326370|N|1|1|G089
20041788||N|0|2|G089
20022248||N|0|1|G089
20062316||R|0|12|G089
20053759|1357820|R|1|1|G089
10015435|0442480|N|1|1|G089
10019394|1302620|N|1|1|G089
20013932|1339680|N|1|1|G089
20058263||N|0|1|G089
20048265|1864560|N|1|1|G089
20048552||N|0|1|G089
20048415||N|0|1|G089
10006427|0392420|N|1|1|G089
10012191|0379790|N|1|1|G089
20037963|1288640|N|1|1|G089
20004121|1027010|N|1|1|G089
20027732|1209450|N|1|1|G089
20047220|1216990|R|1|1|G089
20098249|1708940|R|1|1|G089
20098837|1552420|R|1|1|G089
20098242|1708870|R|1|1|G089
20095763|1690530|N|1|1|G089
20097401|1575530|R|1|1|G089
20101404|1458040|F|1|1|G089
20104302|1543680|N|1|10|G089
20095868|1580860|R|1|1|G089
20104633|1544350|R|1|1|G089
20105092|1710180|N|1|1|G089
20105242|1415320|R|1|1|G089
20113353|1942130|N|1|1|G089
20113005|1631820|N|1|2|G089
20085731|1393330|N|1|2|G089
20086423|1687380|R|1|1|G089
20088970|1258120|R|1|1|G089
20088790|1299000|N|1|1|G089
20090504|1548320|R|1|1|G089
20055215|1386560|N|1|1|G089
20091193|1295710|N|1|1|G089
20088802|1266730|R|1|1|G089
20092588|1401080|R|1|1|G089
20093960|1822030|R|1|1|G089
20093956|1822090|R|1|1|G089
20096145|1689780|N|1|1|G089
20096093|1580940|R|1|2|G089
20097213|1414650|N|1|1|G089
20097737|1574080|N|1|2|G089
20048819||N|0|1|G089
20048315||N|0|1|G089
20039532||N|0|1|G089
20038164||N|0|1|G089
20040220||N|0|1|G089
20038377||N|0|1|G089
20039150||R|0|1|G089
20031168||N|0|1|G089
20009330||R|0|25|G089
20000979|1003510|F|1|2|G089
20036158||N|0|10|G089
20038282|1165840|R|1|2|G089
20040292|1554920|N|1|10|G089
20040381||N|0|1|G089
20052105||N|0|1|G089
20036759|1556380|N|1|1|G089
20056926||N|0|1|G089
20059688||N|0|1|G089
20058339||N|0|1|G089
10010416|0401180|N|1|1|G089
20052320||N|0|1|G089
20051996||N|0|1|G089
20051998||N|0|1|G089
10036943|0046710|N|1|1|G089
10012961|0407450|N|1|1|G089
20021317||N|0|1|G089
20109607|1593430|N|1|2|G089
20091712|1296780|N|1|1|G089
20119950|1587490|R|1|1|G089
20120936|1420420|N|1|2|G089
20123023|1569470||1|1|G089
20099681|1489830|N|1|20|G089
20101087|1422390|N|1|1|G089
20099993|1474770|F|1|1|G089
20090774|1708700|N|1|1|G089
20098012|1574120|N|1|1|G089
20103644|1643670|N|1|2|G089
20103367|1496240|N|1|2|G089
20105620|||0|1|G089
20107415|1500200|N|1|1|G089
20113321|1941730|N|1|1|G089
20113674|1546530|N|1|2|G089
20057851||N|0|1|G089
20055789||N|0|1|G089
20044823||R|0|3|G089
20035014|1201060|N|1|1|G089
20041585||N|0|1|G089
20052977|1261860|N|1|5|G089
20049170||N|0|1|G089
20053473|1555100|N|1|2|G089
20054363||N|0|1|G089
20056312||N|0|1|G089
10030185|0701860|N|1|1|G089
20029059||N|0|1|G089
20030741||N|0|1|G089
10002992||N|0|1|G089
20045000||R|0|1|G089
20038641||R|0|1|G089
20016884||R|0|1|G089
20039420||N|0|1|G089
20054883||N|0|1|G089
20020335|1529830|N|1|1|G089
20062549||N|0|1|G089
10010290|0417900|R|1|1|G089
20048601||N|0|1|G089
20043653|1154900|R|1|1|G089
20057471||N|0|1|G089
20049550||N|0|1|G089
20049753||N|0|1|G089
20022316|1175110|R|1|1|G089
20057402||N|0|1|G089
20117635|1485390||1|1|G089
10023790|0721420||1|40|G089
20094209|1831440||1|1|G089
20116739|||0|0|G089
20071638|1450740|N|1|1|G089
20071937||N|0|1|G089
20072234|1560330|N|1|1|G089
20074042|1274380|N|1|1|G089
20074128|1345670|R|1|1|G089
20074080|1274360|N|1|1|G089
20085785|1430450|R|1|1|G089
20087589|1336800|N|1|1|G089
20087209|1666870|N|1|10|G089
20090315|1419010|R|1|1|G089
20090503|1548310|N|1|1|G089
20092299|1314140|N|1|1|G089
20091796|1392230|R|1|1|G089
20090785|1432990|N|1|1|G089
20093927||N|0|1|G089
20095215|1511650|N|1|2|G089
20095011|1511310|N|1|1|G089
20051912|1286750|N|1|1|G089
20057027||N|0|1|G089
20080434|1822400|Z|1|1|G089
20101825|1451960|S|1|1|G089
20040295|1221170|D|1|1|G089
10005315|0816420|S|1|4|G089
20044267|1405780|V|1|4|G089
20123058|1569720||1|0|G089
20118117|1537750|I|1|1|G089
20047921|1196130|N|1|1|G089
20075550|1550220|N|1|2|G089
20075620|1550480|F|1|1|G089
20076140|1294300|R|1|1|G089
20076027|1351990|N|1|1|G089
20075999|1351450|N|1|1|G089
20076496|1453490|N|1|1|G089
20077167||N|0|1|G089
20077021|1281390|N|1|1|G089
20079741|1294710|N|1|1|G089
20077018|1281330|N|1|1|G089
20080872|1265910|N|1|1|G089
20080087|1390550|R|1|1|G089
20080362|1281920|R|1|0|G089
20081485|1320260|N|1|1|G089
20081601|1303960|R|1|1|G089
20081606|1304010|R|1|1|G089
20082945|1529910|N|1|1|G089
20084675|1499120|R|1|1|G089
20099271|1425390|R|1|1|G089
10002150|0050090|N|1|2|G089
20056778||R|0|1|G089
20061638|1443030|N|1|1|G089
20040796||R|0|1|G089
20056010||R|0|1|G089
20039257||N|0|1|G089
20040107||N|0|1|G089
20017270|1124140|N|1|1|G089
20002931|1018410|N|1|1|G089
20049834||R|0|1|G089
20049833|1431870|R|1|1|G089
20044200||R|0|2|G089
20045448|1533070|N|1|2|G089
20052424|1258910|N|1|10|G089
20039447|1521020|N|1|2|G089
20049188|1284870|N|1|2|G089
20038971|1341700|N|1|1|G089
20039161||R|0|1|G089
10000053|0036140|N|1|24|G089
20047006|1494010|F|1|2|G089
20053120||N|0|0|G089
20016091|1315520|N|1|2|G089
20039655||N|0|2|G089
20053056|1261930|R|1|2|G089
20042862|1282530|N|1|1|G089
20030563||N|0|1|G089
20036758|1382350|N|1|1|G089
20036760||R|0|1|G089
20058345||N|0|1|G089
20126454|1464110||1|1|G089
20026305|1212680|V|1|8|G089
20124374|1580140|N|1|2|G089
20052729|1273180|N|1|1|G089
20020510||N|0|1|G089
20014692|1546510|N|1|24|G089
20048042|1196990|N|1|1|G089
20038323||N|0|3|G089
20061777||N|0|2|G089
20042366|1373100|N|1|1|G089
10005759|1120600|N|1|1|G089
10007604|1388390|N|1|1|G089
20062914|1388420|N|1|1|G089
10000495||N|0|1|G089
20019287|1138370|R|1|2|G089
20061992||R|0|1|G089
20060203||N|0|1|G089
20017068|1123170|R|1|1|G089
20058052||N|0|1|G089
20063044|1291830|N|1|2|G089
20029186|1407070|N|1|1|G089
20123714|||0|0|G089
20104000|1710250|S|1|2|G089
20125388|1589000||1|2|G089
20115502|1837010|V|1|2|G089
20057475|1356230||1|5|G089
20131964|1577680||1|2|G089
20043481|1864280|N|1|1|G089
20045886|1289630|F|1|4|G089
20054829||N|0|1|G089
20028262||F|0|1|G089
20048081|1180680|F|1|1|G089
20047010|1494170|R|1|2|G089
20017496|1125580|R|1|12|G089
20094328|1524910||1|6|G089
20074314|1373030||1|1|G089
20122424|1562010|T|1|1|G089
20105929|1492220|I|1|1|G089
20045888|1712950|N|1|2|G089
20055803||N|0|1|G089
20047062||N|0|1|G089
20060357||R|0|1|G089
10033311|1352090|N|1|1|G089
20035164||R|0|1|G089
20062892||N|0|1|G089
20055291|1314980|N|1|1|G089
20049551||N|0|1|G089
20047527|1337590|R|1|1|G089
20056599|1269800|N|1|1|G089
20056991|1478750|N|1|1|G089
20057401||N|0|1|G089
10012456|0384480|F|1|2|G089
20045340|1532690|R|1|1|G089
20060391||N|0|1|G089
20017121||R|0|1|G089
10011655|0399210|N|1|2|G089
20065360||N|0|1|G089
20064087||N|0|1|G089
20066638|1417060|R|1|1|G089
20065739||N|0|1|G089
20066754||N|0|1|G089
20066602||N|0|1|G089
20065409||R|0|1|G089
20053171||N|0|1|G089
20040704|1203280|N|1|2|G089
20042483||R|0|1|G089
20018658|1134180|R|1|2|G089
20042482||R|0|1|G089
10027061|0889820|N|1|1|G089
20058276|1555820|N|1|1|G089
20039182||R|0|1|G089
20048927||N|0|1|G089
20123881|1509900||1|1|G089
20049620||N|0|1|G089
20046567||N|0|1|G089
20068084|1865060|N|1|1|G089
20068902||N|0|1|G089
20067571||N|0|1|G089
20069741||N|0|1|G089
20070759|1333520|N|1|1|G089
20070589||R|0|1|G089
20071304|1343100|N|1|1|G089
20072255||N|0|1|G089
20097163|1414770|N|1|3|G089
20027815||N|0|1|G089
20027115||R|0|2|G089
20057837||R|0|2|G089
20046900||R|0|1|G089
20040463||N|0|1|G089
20039721|1188490|R|1|12|G089
20055997||N|0|1|G089
20026482||N|0|1|G089
10024872||N|0|1|G089
20101929|1582300|N|1|1|G089
20103300|1631120|F|1|2|G089
20101822|1452000|R|1|2|G089
20105247|1824360|R|1|1|G089
20095020|1710120|F|1|1|G089
20105239|1415290|R|1|1|G089
20097470|1575430|N|1|2|G089
20099163|1425380|R|1|1|G089
20113580|1942540|N|1|2|G089
20113515|1942500|N|1|1|G089
20034583|1404000|N|1|1|G089
20018799||N|0|1|G089
20065240|1373360|N|1|1|G089
20024896||N|0|1|G089
20026501||R|0|2|G089
20026514||N|0|1|G089
20054811|1652720|N|1|1|G089
20052863|1441990|N|1|2|G089
20054828||N|0|1|G089
20043100||N|0|1|G089
20124309|1417380||1|1|G089
20111711|1672570||1|1|G089
20054091|1297650||1|1|G089
20096765|1643000|Z|1|1|G089
20124214|1510380||1|1|G089
20117981|1416800||1|1|G089
10000761|0033070|N|1|1|G089
20027813|1168310|N|1|2|G089
20037924||N|0|1|G089
20037637||N|0|1|G089
20045898||R|0|8|G089
20054675||N|0|1|G089
20054625||N|0|1|G089
20042002||R|0|1|G089
20022582||R|0|1|G089
20025338||R|0|1|G089
10036326|0884130|N|1|1|G089
10012190|0379750|N|1|1|G089
20040472||N|0|1|G089
10009288|1122110||1|1|G089
20047079||R|0|1|G089
20050918||R|0|1|G089
20025754|1159850|N|1|1|G089
20062440||N|0|1|G089
20049637||N|0|1|G089
20047400||R|0|1|G089
20031862||N|0|1|G089
10018627|0507060|N|1|1|G089
20053918||N|0|1|G089
20054024|1358040|N|1|1|G089
20040869||N|0|2|G089
20029183||N|0|1|G089
20051840|1481050|N|1|1|G089
10003661|1023570|N|1|1|G089
20034580|1165230|N|1|1|G089
20015991|1155690|R|1|2|G089
20041733||N|0|1|G089
20041120|1203640|R|1|2|G089
20038060||R|0|1|G089
20014012||R|0|1|G089
20046179|1233430|N|1|1|G089
20117918|1537130||1|1|G089
20018270|1130140|N|1|1|G089
20125797|1540560|N|1|1|G089
20100140|1475410||1|1|G089
10000197|1528120||1|5|G089
20088783|1262670||1|2|G089
20072249|1461130|D|1|12|G089
20041727||N|0|1|G089
20036880||N|0|1|G089
20046327||N|0|1|G089
20041544|1264000|R|1|1|G089
20052240||N|0|1|G089
20031624|1236740|R|1|1|G089
20033228|1159930|N|1|2|G089
20046350||F|0|1|G089
20072617|1715110|N|1|1|G089
20026791|1224410||1|1|G089
10004778|0121480||1|4|G089
20093196|1471940|V|1|2|G089
10036569|0086630||1|1|G089
20091583|1266750||1|1|G089
20113339|1625970||1|1|G089
10023618|0720000||1|2|G089
10028410|0766250||1|2|G089
10004107|0095370||1|2|G089
20103266|1525930||1|1|G089
20108013|1632360||1|1|G089
20113053|1631810||1|1|G089
20071353||N|0|1|G089
20074037|1274320|N|1|1|G089
20074050|1274540|N|1|1|G089
20073812|1372640|R|1|1|G089
20074708|1686850|N|1|1|G089
20075192|1549920|N|1|1|G089
20076009|1351650|N|1|1|G089
20076005|1351580|N|1|1|G089
20077048|1281320|N|1|1|G089
20077174||R|0|1|G089
20079650|1294360|N|1|1|G089
20042518|1359480|N|1|1|G089
20048077|1197180|N|1|1|G089
20105103|1528750||1|2|G089
20113150|1632020||1|1|G089
20049622|1431110|N|1|2|G089
20045925|1289820|T|1|1|G089
10030186|0701870|N|1|1|G089
20044696|1159880|R|1|1|G089
10003524|0086640|N|1|1|G089
10036554|0005740|N|1|1|G089
20018356||R|0|3|G089
20062098||R|0|1|G089
10000774|1322520|N|1|2|G089
20004657|1263400|N|1|1|G089
20130454|1438510||1|2|G089
10000310|1080370||1|30|G089
20130508|1591250|T|1|2|G089
20125170||I|0|1|G089
20105937|1492050|I|1|1|G089
20124284|1510300||1|1|G089
20119451|1469340|V|1|1|G089
20126761|1612220||1|1|G089
20098882|1462100|V|1|1|G089
20098885|1457320|V|1|1|G089
20096268|1832210|V|1|1|G089
20129258|1707760||1|24|G089
20081624|1391270|R|1|1|G089
20084689|1499400|R|1|1|G089
20085183|1346650|F|1|1|G089
20115862|1485350|N|1|2|G089
20119951|1587500|R|1|1|G089
20063303||N|0|1|G089
20063262|1358160|N|1|1|G089
20065742||N|0|1|G089
20066681||N|0|1|G089
20066441|1271830|N|1|1|G089
20067615||R|0|1|G089
20069805||N|0|1|G089
20069736||N|0|1|G089
20070828||N|0|1|G089
20109115|1626000||1|2|G089
10010874|0392950||1|3|G089
10009496|0355060||1|2|G089
10036617|0030700||1|1|G089
20101151|1504870|Z|1|1|G089
10032044|1084500|N|1|3|G089
20048850|1274960|R|1|1|G089
10007573|0399770|N|1|2|G089
10025483|1136980|N|1|1|G089
20036434|1219440|R|1|2|G089
20036444|1259840|R|1|1|G089
20059800||N|0|1|G089
10036655|0325760|N|1|12|G089
10004362||R|0|1|G089
20030041||N|0|1|G089
10000115|0002600|R|1|1|G089
10003478|0049700|N|1|1|G089
10036555|0005400|N|1|1|G089
20053681||N|0|1|G089
20007703|1307380|N|1|1|G089
20062629||N|0|1|G089
20046845||R|0|1|G089
20064434||N|0|1|G089
20129755|1957670||1|1|G089
20112662|1506210|I|1|1|G089
20126283|1463840|I|1|1|G089
20125139|1588020|I|1|1|G089
20020809||R|0|1|G089
20046271||N|0|2|G089
20053421|1401990|N|1|2|G089
20037695||N|0|1|G089
20039644||N|0|2|G089
20039726||N|0|1|G089
20038298||R|0|1|G089
20037819||R|0|1|G089
20037663||R|0|1|G089
20028815||R|0|1|G089
20037105||R|0|1|G089
20082350|1391680|N|1|2|G089
20123815|1487500||1|2|G089
20113904|1460150|V|1|1|G089
20113912|1940430||1|1|G089
20065740||N|0|1|G089
20065457||N|0|1|G089
20067473|1372330|R|1|2|G089
20069276||N|0|1|G089
20069288||N|0|1|G089
20069697|1352370|R|1|1|G089
20069881|1280130|N|1|40|G089
20070142|1440720|N|1|1|G089
20070826||N|0|1|G089
20054563|1298740|N|1|1|G089
20049985||R|0|1|G089
20050905||N|0|1|G089
20030554||R|0|1|G089
20043988||R|0|1|G089
20036227||R|0|24|G089
20037031||R|0|1|G089
20059705|1373330|N|1|1|G089
20036984|1204080|N|1|1|G089
20060727||N|0|1|G089
20052008||N|0|1|G089
10010113|0357510|L|1|2|G089
20129966|1840260||1|24|G089
20026226|1403440||1|12|G089
20060210|1979140||1|2|G089
20055762|1356590||1|1|G089
10006263|0294620||1|5|G089
20089806|1483460||1|2|G089
20129155|1645320||1|1|G089
20113924|1710540|I|1|1|G089
20066314|1271580|N|1|1|G089
10036727|1520900|N|1|1|G089
20061437|1381250|R|1|1|G089
20024877|1175530|N|1|1|G089
10026628|1050680|N|1|1|G089
20060388|1528340|N|1|1|G089
20009508||N|0|1|G089
10020915|0571460|R|1|1|G089
20037965|1288560|N|1|1|G089
20049297|1284960|N|1|1|G089
10005494|0854210||1|1|G089
20045688||R|0|1|G089
20045685||R|0|1|G089
20004624|1236000|N|1|1|G089
20006685|1323320|N|1|2|G089
20023142|1201320|N|1|3|G089
10005508|0718180|N|1|1|G089
20034194||R|0|1|G089
20057918||N|0|3|G089
20009755||N|0|1|G089
20122822|1817630|S|1|2|G089
20098941|1552320||1|1|G089
20070688|1333240||1|1|G089
20084780|1499450||1|2|G089
10000955|0036890|L|1|2|G089
20012007|1128380||1|12|G089
10005428|1355510||1|3|G089
20071775|1336140|E|1|2|G089
20131693|1744330||1|1|G089
20061748|1443160|L|1|12|G089
20120903|1683670|I|1|1|G089
20119650|1436730|N|1|1|G089
20053904|1383210|R|1|1|G089
20038218||N|0|2|G089
20043816||N|0|1|G089
20056307||N|0|1|G089
20040947||R|0|2|G089
20055239||N|0|1|G089
20036520|1153190|N|1|2|G089
20049560|1376980|N|1|1|G089
20055059|1386310|N|1|1|G089
20047752||R|0|1|G089
20057242|1553490|N|1|12|G089
20027706||R|0|2|G089
10003674|1294170|N|1|24|G089
20014528|1107800|N|1|1|G089
10000695|1668170|N|1|2|G089
20044312||N|0|1|G089
20030637|1574550|F|1|2|G089
20060461||R|0|1|G089
20017731||N|0|1|G089
20017946||N|0|1|G089
20049363|1285040|R|1|25|G089
20120870|1420690|Z|1|0|G089
20113745|1546050|N|1|1|G089
20063071||N|0|1|G089
20062418||N|0|1|G089
20043963||N|0|1|G089
20053888|1357770|F|1|1|G089
20022556|1249270|R|1|1|G089
20019476|1138430|R|1|1|G089
20061994||R|0|1|G089
20085977|1312480||1|10|G089
20084913|1337080|N|1|1|G089
20086581|1687260|Z|1|1|G089
20124824|1446140|V|1|40|G089
20092898|1304930||1|24|G089
20120853|1565200|Z|1|0|G089
20124216|1510360||1|1|G089
20062928|1380840|N|1|1|G089
20129288|1706680||1|1|G089
20094437|1433420|L|1|2|G089
20040312|1521950|S|1|2|G089
20112519|1545640||1|1|G089
20038650|1398740||1|2|G089
20105065|1709770|O|1|1|G089
20048159||R|0|0|G089
10005275||N|0|1|G089
20094408|1976030|Z|1|250|G089
20070110|1280570|L|1|2|G089
20082594|1429770||1|1|G089
20061947|1443700||1|1|G089
20120855|1565260|S|1|1|G089
10005279|0816440|S|1|4|G089
10015651|0472100||1|1|G089
20110471|1460400||1|2|G089
20056792||N|0|1|G089
20055898|1286600|N|1|1|G089
20048585|1372400|N|1|12|G089
20048053|1180700|N|1|1|G089
20036835||N|0|1|G089
10029351|1527070|N|1|10|G089
10005802|0277240|L|1|2|G089
20054750|1535170||1|2|G089
20090425|1463450||1|1|G089
20044100|1155070||1|1|G089
20014401|1106960||1|1|G089
20082080|1391480|V|1|1|G089
20115861|1836830||1|1|G089
20098808|1491010||1|1|G089
20117626|1485370|T|1|1|G089
10009160|0347740||1|1|G089
20114432|1633650||1|1|G089
10015532|0436250|L|1|24|G089
10039944|1112430||1|1|G089
20040504|1520810||1|2|G089
20021339|1255130||1|1|G089
20115478|1825330||1|6|G089
20113354|1942140|L|1|1|G089
20045419|1532870|D|1|4|G089
20122946|1568830||1|1|G089
20091352|1266510|E|1|6|G089
20114753|1544990||1|1|G089
10018962|1509230||1|1|G089
10023002|1280530||1|4|G089
20035628|1144210|D|1|1|G089
20016246|1316220||1|24|G089
20003915|1188520||1|2|G089
20119956|1587510||1|5|G089
20113741|1546020|V|1|2|G089
20085280|1583650||1|2|G089
