PLUIDM|PLUIGR|TAG|RENCENG|MINOR|KDIDM
20093678|1575320||1|2|G089
20107181|1417630|L|1|2|G089
20107184|1417620||1|2|G089
10007970|0337750|D|1|24|G089
20048546|1518040|L|1|2|G089
20065041|1272360|D|1|2|G089
20056219|1411510||1|6|G089
20110967|1671720||1|5|G089
20129721|1957570||1|2|G089
20122057|1596130||1|2|G089
20095888|1581050|L|1|2|G089
20065464|1397270||1|2|G089
20087861|1690230|N|1|1|G089
20096134|1689880|N|1|1|G089
20096757|1642990|N|1|1|G089
20090301|1418900|N|1|1|G089
20091433|1266130|R|1|1|G089
20014369||N|0|1|G089
20063065|1291740|N|1|2|G089
20027419|1520470|N|1|1|G089
20040634||R|0|1|G089
20042286||R|0|1|G089
10033479||N|0|1|G089
10020030|1401960|R|1|1|G089
20052512||N|0|1|G089
20041307|1264010|R|1|1|G089
20052419||N|0|1|G089
20034941|1326570|F|1|1|G089
20043626|1322350|N|1|2|G089
20045150|1179170|R|1|1|G089
20035184|1150280|N|1|1|G089
20035549|1201510|N|1|1|G089
20045923|1289370|R|1|1|G089
20034889|1558050|R|1|1|G089
20083938|1393980|N|1|1|G089
20085793|1430500|R|1|1|G089
20067392||N|0|1|G089
20066641|1529720|R|1|1|G089
20066393|1271710|N|1|1|G089
20067470|1372340|N|1|1|G089
20065397||N|0|1|G089
20069649|1310680|N|1|1|G089
20069747||N|0|1|G089
20070429||N|0|1|G089
20062305|1675030|R|1|1|G089
20052660|1473830|N|1|1|G089
20062335||N|0|1|G089
20004517|1030330|F|1|1|G089
20054778|1534740|N|1|1|G089
20115958|1837030||1|2|G089
20066384|1492660||1|1|G089
20066536|1293920|V|1|10|G089
20097529|1444230||1|1|G089
20131034|1438370||1|20|G089
20094642|1433990||1|2|G089
10023791|0721430||1|40|G089
20123611|||0|0|G089
20119623|1436750|R|1|0|G089
20040965|1520240|N|1|1|G089
20038911|1230250|R|1|1|G089
20035481|1288270|N|1|10|G089
20034888|1405330|R|1|1|G089
20056014|1396570|N|1|2|G089
20056692||N|0|1|G089
20056315||N|0|1|G089
20036714|1152520|N|1|2|G089
20060725||N|0|2|G089
20052141|1301040|N|1|1|G089
20089838|1667130|N|1|1|G089
20074400|1686560|N|1|1|G089
20089525|1353880|N|1|1|G089
20090351|1419310|R|1|1|G089
20086171|1312820|N|1|2|G089
20093943|1821950|R|1|1|G089
20084471|1498710|R|1|1|G089
20094722|1457000|R|1|1|G089
20054847|1544520|N|1|2|G089
20096380|1690660|N|1|1|G089
20096593|1495460|N|1|20|G089
20098646|1591900|N|1|2|G089
20053159||N|0|1|G089
20054706|1652640|N|1|1|G089
20049375||N|0|1|G089
20042699|1216860|N|1|1|G089
20060321||R|0|1|G089
20042519|1367320|R|1|1|G089
20034835|1164400|N|1|1|G089
20046321||N|0|1|G089
20029848|1270240|F|1|2|G089
20052673||N|0|1|G089
20059496||R|0|2|G089
20030824||N|0|1|G089
20015253|1112260|N|1|2|G089
20043117||R|0|1|G089
20083487|1393570||1|2|G089
20130543|1591370||1|2|G089
20120198|1587930||1|2|G089
20044093|1575730||1|1|G089
20049190|1648850||1|2|G089
10003422|0209370||1|1|G089
20074315|1373040||1|1|G089
20090354|1419200|N|1|6|G089
20064994|1381000|N|1|2|G089
20091771|1392220|N|1|2|G089
20065086||N|0|1|G089
20025006|1366550|F|1|1|G089
20028801|1277870|N|1|1|G089
20060460||R|0|1|G089
20054714||N|0|1|G089
20098860|1552650|R|1|1|G089
20098304|1467120|R|1|5|G089
20098109|1574340|N|1|1|G089
20022433|1409450|R|1|6|G089
20040703||N|0|0|G089
20047008||F|0|1|G089
20036253||R|0|1|G089
20030309||N|0|1|G089
20059714|1596650|R|1|1|G089
20037497||N|0|1|G089
20018892|1135180|N|1|1|G089
20052257||N|0|1|G089
20052046||N|0|1|G089
20050913|1355160|N|1|2|G089
20052394||R|0|1|G089
20046097||N|0|1|G089
20087476|1336370|N|1|1|G089
20067640|1479590|N|1|1|G089
20054304|1516780|R|1|1|G089
20088367|1515440|N|1|1|G089
20090024|1418580|R|1|1|G089
20089526|1419040|N|1|1|G089
20090330|1419280|R|1|1|G089
20093080|1354490|N|1|2|G089
20094815||N|0|1|G089
20094732|1456740|N|1|2|G089
20120417|1627590|N|1|2|G089
10005800|1144120||1|1|G089
20122393|1522490|N|1|6|G089
20101375|1461950|N|1|1|G089
20126161||N|0|1|G089
20064977|1380980|N|1|2|G089
20053102|1349750|F|1|2|G089
20043765||R|0|1|G089
20052281||N|0|1|G089
20045787||R|0|1|G089
20063345||R|0|1|G089
20062703|1674660|N|1|2|G089
20063702|1358470|N|1|2|G089
20097165|1414730|N|1|3|G089
20103508|1496220|R|1|2|G089
20103294|1526000|N|1|1|G089
20103458|1496840|N|1|2|G089
20104945|1709690|N|1|120|G089
20110452|1462180|N|1|2|G089
20099302|1489510|R|1|1|G089
20112751|1631570|N|1|1|G089
20113532|1942490|F|1|1|G089
20111583|1711310|N|1|1|G089
20112669|1435470|N|1|1|G089
20112958|1631740|N|1|24|G089
20115503|1825810|N|1|2|G089
20046866||R|0|1|G089
20039981||N|0|40|G089
20041930||N|0|1|G089
20058075||N|0|1|G089
10016317|0463460|N|1|2|G089
20051554||N|0|1|G089
20051872||N|0|1|G089
20051678||N|0|1|G089
20035389|1194940|N|1|1|G089
20037560||N|0|1|G089
20045134|1532470|N|1|1|G089
20041032||R|0|1|G089
20101374|1461960|N|1|1|G089
20101221|1461460|N|1|1|G089
20102078|1459370|N|1|1|G089
20077269|1525870|N|1|1|G089
20101421|1458260|N|1|1|G089
20105619|||0|1|G089
20104938|1709700|N|1|30|G089
20098852|1552570|R|1|1|G089
20103283|1526010|N|1|1|G089
20103290|1526020|N|1|2|G089
20109882|1434520|N|1|2|G089
20099745||V|0|100|G089
20113565|1942430|N|1|1|G089
20113118|1632480|R|1|1|G089
20131244|1439090||1|0|G089
20114758|1545030|N|1|2|G089
20113942|1460090|N|1|2|G089
20084998|1304540|N|1|1|G089
20072248|1560340|N|1|2|G089
20083491|1530500|R|1|1|G089
20081582|1294090|N|1|1|G089
20088173|1323770|N|1|1|G089
20092066|1502210|N|1|2|G089
20092230|1436960|N|1|1|G089
20092949|1305510|R|1|1|G089
20093271|1472850|N|1|1|G089
20092995|1305390|N|1|2|G089
20092557|1400930|N|1|6|G089
20093966|1821920|N|1|1|G089
20073395|1411000|R|1|1|G089
20094961|1510860|R|1|2|G089
20093375|1472740|N|1|2|G089
20095518|1541930|N|1|2|G089
20098871|1552730|N|1|1|G089
20095519|1541710|R|1|1|G089
20101061|1448400|N|1|2|G089
20049983||R|0|1|G089
20048075||R|0|1|G089
10002944|1223590|N|1|12|G089
20052854|1669060|R|1|1|G089
20018690|1133290|N|1|12|G089
20042635||R|0|1|G089
20044074|1306400|N|1|1|G089
20044273||R|0|1|G089
20036736|1152560|R|1|2|G089
20055611|1356130|R|1|1|G089
20052978||R|0|5|G089
20057159||N|0|1|G089
20059918|1373220|N|1|1|G089
10008639|0358160|N|1|1|G089
20013336|1382400|N|1|2|G089
20041783||N|0|2|G089
20119469|1436120|R|1|1|G089
20119471|1436080|R|1|1|G089
10010349|1249990|T|1|1|G089
20108298|1424490|N|1|1|G089
20098617|1490450|N|1|1|G089
20096417|1690600|N|1|1|G089
20071594|1273410|N|1|1|G089
20100020|1475060|R|1|1|G089
20098250|1466950|R|1|1|G089
20098600|1490420|R|1|1|G089
20098841|1552460|R|1|1|G089
20000732|0898670|N|1|1|G089
20101855|1451950|N|1|1|G089
20101214|1461580|V|1|1|G089
20102365|1653880|N|1|2|G089
20106539|1425830|N|1|1|G089
10040414|0891340|N|1|2|G089
20105941|1491980|R|1|1|G089
20110664|1462220|N|1|2|G089
20093373|1472720|R|1|1|G089
20091427|1299950|F|1|1|G089
20112744|1483470|N|1|4|G089
20046802||N|0|0|G089
20037975||R|0|1|G089
20055625||N|0|1|G089
20055336||N|0|1|G089
20040633||N|0|1|G089
20054539||N|0|1|G089
20052920|1442060|N|1|2|G089
20049806||N|0|1|G089
20059871|1671470|R|1|1|G089
20054341||N|0|1|G089
20055096||N|0|1|G089
20055240||N|0|1|G089
20064327||N|0|1|G089
20057467||N|0|1|G089
20029068||N|0|1|G089
20030199||N|0|1|G089
20047662|1373520|R|1|1|G089
20038531||R|0|1|G089
20057461|1356520|N|1|2|G089
20048177|1864530|N|1|1|G089
20041842|1259930|R|1|1|G089
20041260|1304450|N|1|1|G089
20042324|1399090|R|1|1|G089
20034804|1184330|R|1|1|G089
20037646|1348320|R|1|4|G089
20048437|1166640|R|1|1|G089
10040193|0890980||1|1|G089
10022119|0604400|N|1|1|G089
20043332|1288720|R|1|1|G089
20029294||R|0|1|G089
20030331|1302530|N|1|1|G089
20048672||N|0|1|G089
20047767||N|0|1|G089
20029120|1199770|N|1|1|G089
20029569|1232050|R|1|1|G089
20085461|1347130|N|1|40|G089
20124459|1417100|V|1|5|G089
20072219|1865090|N|1|1|G089
20073872|1273920|F|1|1|G089
20074079|1274390|N|1|1|G089
20074294|1373730|N|1|1|G089
10004174|0012760|N|1|2|G089
10003862|0082800|N|1|1|G089
20069338|1350210|R|1|12|G089
20088668|1516290|N|1|2|G089
20088371|1515460|N|1|1|G089
20055214|1386550|N|1|1|G089
20090336|1419320|R|1|1|G089
20090329|1419180|N|1|2|G089
20089967|1667510|R|1|1|G089
20083773|1304150|N|1|1|G089
20090325|1548410|N|1|20|G089
20091284|1299520|R|1|1|G089
20092193|1502260|N|1|1|G089
20092301|1314170|N|1|1|G089
20092343|1314090|N|1|2|G089
20089961|1667410|R|1|1|G089
20093132|1551080|N|1|2|G089
20093951|1822130|R|1|1|G089
20069690|1613610|Z|1|500|G089
20106236|1424410|Z|1|250|G089
20096157|1581880||1|2|G089
20111189|1649330|Z|1|250|G089
20111188|1649310|Z|1|500|G089
20126215|1463780||1|0|G089
20123064|1615880||1|0|G089
20076119|1351670|N|1|1|G089
20076025|1351960|N|1|1|G089
20076769|1515320|N|1|2|G089
20069775|1388550|N|1|1|G089
20079002|1534640|N|1|1|G089
20123886|1509970||1|1|G089
20096755|1642950|N|1|1|G089
20096496|1495540|N|1|1|G089
20098081|1574580|N|1|1|G089
20083839|1393630|N|1|1|G089
20082198|1391770|N|1|1|G089
20096970|1575250|R|1|1|G089
20010511|1076860|R|1|1|G089
20055549|1315510|R|1|2|G089
10010683|0363500|N|1|12|G089
20046797|1444150|N|1|10|G089
20056951|1356280|N|1|10|G089
20049183||N|0|1|G089
20031847|1395400|F|1|2|G089
20022432|1342330|R|1|12|G089
20051949|1480920|R|1|1|G089
20048019|1196820|F|1|2|G089
20052540|1473840|R|1|1|G089
20042292||R|0|1|G089
20033849||R|0|1|G089
20027190|1213890|R|1|1|G089
20039444||N|0|1|G089
20038254|1191360|N|1|1|G089
20038148||N|0|1|G089
20040887|1674470|N|1|2|G089
20045781|1289340|N|1|2|G089
20050003||N|0|1|G089
20031875||R|0|1|G089
20043994||R|0|1|G089
10005767|1359150|N|1|2|G089
20047239||N|0|1|G089
20036364||N|0|1|G089
20036572||N|0|0|G089
20048844||N|0|1|G089
20025093|1331250|R|1|2|G089
20055570||N|0|1|G089
20058084|1389730|N|1|6|G089
20047020|1368570|N|1|1|G089
20058138|1555930|R|1|1|G089
20063036||N|0|1|G089
20050004||N|0|1|G089
20056590|1269790|N|1|2|G089
20055613|1553100|N|1|2|G089
20048423|1330050|N|1|1|G089
20047380||R|0|1|G089
20058889||N|0|1|G089
20058346||N|0|1|G089
20059504|1670470|N|1|2|G089
20051194||R|0|1|G089
20048890||N|0|2|G089
20034265|1165660|R|1|1|G089
20002680||R|0|1|G089
20060202||N|0|1|G089
20043144|1864220|N|1|1|G089
20041521||N|0|1|G089
20054958||N|0|1|G089
20018767||N|0|1|G089
20051874||N|0|1|G089
20052226||N|0|1|G089
20051995||N|0|1|G089
20054384||R|0|1|G089
20036265|1189300||1|1|G089
20128427|1785960||1|6|G089
20101065|1504700||1|10|G089
20004074|1534100||1|3|G089
20130152|1620170||1|2|G089
20127761|1974300||1|2|G089
10036931|0286080||1|2|G089
20074990|1549250||1|24|G089
20130550|1591330||1|2|G089
20046434|1399790||1|4|G089
20057566||N|0|1|G089
20053167||N|0|1|G089
20040742||R|0|1|G089
20062444||N|0|1|G089
20054786||N|0|1|G089
20018076||N|0|1|G089
20062008||N|0|1|G089
20050327||N|0|1|G089
20057470||N|0|1|G089
20098334|1708310||1|6|G089
20002094|1158290|N|1|3|G089
20018640|1703850|N|1|2|G089
20049374||N|0|1|G089
20046242||N|0|1|G089
20046058||N|0|1|G089
20047156|1217120|R|1|1|G089
20042516||N|0|1|G089
20053755||N|0|1|G089
20048179|1864550|N|1|1|G089
20047216||N|0|1|G089
20053043||N|0|1|G089
10004583|0016980|N|1|1|G089
20048636||N|0|1|G089
20048678||N|0|1|G089
20046119|1180070|N|1|1|G089
20025848|1221720|R|1|2|G089
20060390||N|0|1|G089
20024582|1207410|N|1|1|G089
20046844||R|0|1|G089
10014397|0425290|N|1|1|G089
20058059|1482660|N|1|2|G089
20065350||N|0|1|G089
20067254|1265090|Z|1|1|G089
20066603||N|0|1|G089
20068249||N|0|1|G089
20049176||N|0|1|G089
20052556||N|0|1|G089
20060886|1439630|R|1|1|G089
20049360|1492600|I|1|1|G089
20106170|1863060||1|1|G089
20062904|1380670|R|1|1|G089
20067456||N|0|1|G089
20069615||N|0|1|G089
20070191||N|0|1|G089
20071128||N|0|1|G089
20071921||N|0|1|G089
20071957||N|0|1|G089
20097539|1573450|R|1|1|G089
20098257|1467020|R|1|1|G089
20094652|1470120|R|1|1|G089
20055996||N|0|1|G089
20047899||N|0|1|G089
20054631||R|0|6|G089
10017083|1164350|N|1|1|G089
10000316|1395820|N|1|50|G089
20043916||N|0|1|G089
20044816||R|0|3|G089
10003698|0250330|N|1|1|G089
20024858||N|0|1|G089
20040502||N|0|1|G089
20059741|1439920|N|1|12|G089
20044865||R|0|2|G089
20046007|1284900|R|1|1|G089
20056462||N|0|1|G089
20103954|1710280|N|1|2|G089
20101376|1461930|V|1|1|G089
20102700|1505090|N|1|6|G089
20101433|1458080|N|1|1|G089
20102065|1459440|R|1|1|G089
20132227|||0|1|G089
20105692|1491800|F|1|1|G089
20131250|1438960||1|0|G089
20109665|1593610|I|1|1|G089
20105251|1824400|R|1|1|G089
20110009|1594020|F|1|1|G089
20113579|1942560|N|1|2|G089
20112745|1483480|N|1|2|G089
20035265|1382420|N|1|1|G089
20015830|1118250|N|1|1|G089
10036704|0059420|N|1|1|G089
10036767||N|0|1|G089
20034698||N|0|40|G089
20011799||N|0|1|G089
20054040||N|0|1|G089
20128779|1974600|I|1|1|G089
20113009|1632180||1|1|G089
20110481|1462280|T|1|1|G089
20096794|1643520||1|1|G089
20096200|1832320|N|1|2|G089
20094407|1975930|Z|1|250|G089
20124215|1510370||1|1|G089
20062926|1380820|N|1|1|G089
20052907|1349670||1|1|G089
10000204|0004230|N|1|2|G089
20049616|1477970|R|1|1|G089
10034736||R|0|1|G089
20043777|1439580|N|1|2|G089
20044824||R|0|3|G089
20056158||N|0|1|G089
20045036||N|0|2|G089
20039858|1201820|N|1|2|G089
20040496||R|0|1|G089
20059923||R|0|1|G089
20043815||N|0|1|G089
20056181||N|0|1|G089
20037964|1288590|N|1|1|G089
10033932|0864500|N|1|1|G089
20040684|1157390|R|1|2|G089
20008166||N|0|1|G089
20049894||N|0|1|G089
20020292|1382220|N|1|40|G089
20037360||N|0|1|G089
20024765||N|0|1|G089
20055097||N|0|1|G089
20054015|1297550|N|1|2|G089
10033419||N|0|1|G089
20029174||N|0|1|G089
20053035|1261880|R|1|1|G089
20004518|1030340|F|1|1|G089
20055668|1382940|R|1|1|G089
20046246||N|0|1|G089
20003976|1026060|N|1|1|G089
20049914|1494710|R|1|2|G089
20048731||R|0|1|G089
20042369|1396840|N|1|1|G089
20048332||N|0|1|G089
20047418||R|0|1|G089
20048335||R|0|1|G089
20035201||R|0|0|G089
20036224||R|0|0|G089
20036591||R|0|1|G089
20052560|1259630|R|1|2|G089
20021364|1314960|R|1|1|G089
20121465|1673590||1|2|G089
20101243|1461330||1|1|G089
20015737|0874250|T|1|12|G089
10000097|0002190||1|2|G089
20131218|1438770||1|1|G089
20120928|1420450||1|1|G089
20038726|1320910||1|4|G089
10039061|0218600|N|1|1|G089
20040756||N|0|1|G089
20044101||R|0|1|G089
20019507|1329790|N|1|1|G089
20047206||N|0|1|G089
20052471||N|0|1|G089
10005461|1012070|N|1|3|G089
20035764||N|0|1|G089
20035225|1164310|N|1|1|G089
20035625|1246970|R|1|1|G089
20029197||R|0|1|G089
20073739|1311560|N|1|1|G089
20043979|1155080||1|2|G089
20117663|1420670||1|1|G089
20055496|1315420||1|2|G089
10038964|1495100||1|1|G089
20083843|1393680|V|1|2|G089
20115501|1825800||1|4|G089
20018225|1130030||1|1|G089
20039610|1200810||1|3|G089
20073760||N|0|1|G089
20072603||N|0|1|G089
20074029|1274120|N|1|1|G089
20074038|1274200|N|1|1|G089
20072626|1686340|N|1|1|G089
20073762|1514420|N|1|1|G089
20074035|1274180|N|1|1|G089
20075367|1550130|N|1|1|G089
20074348|1373700|N|1|8|G089
20076113|1351830|N|1|1|G089
20077035|1281630|N|1|1|G089
20077173||R|0|1|G089
20013922|1534410|N|1|0|G089
20093327|1472880||1|1|G089
20028843||N|0|1|G089
20041267|1178180|N|1|1|G089
20052652|1473810|R|1|1|G089
20054629||N|0|1|G089
20067350||N|0|1|G089
20023845|1243200|L|1|1|G089
20084707|1498840||1|10|G089
20014590|1120970||1|1|G089
20105907|1492070|I|1|1|G089
20129938|1840250||1|1|G089
20119463|1436020|I|1|1|G089
20074122|1419150||1|1|G089
20112001|1825950|V|1|1|G089
20120464|1427570|V|1|2|G089
20041375|1289640|N|1|5|G089
20042268|1154680||1|1|G089
20129413|1707550|V|1|2|G089
20081835|1320410|N|1|1|G089
20082161|1391510|N|1|1|G089
20084711|1499390|R|1|1|G089
10011734|0373980|N|1|1|G089
20047774|1346100|N|1|2|G089
20114431|1633610|N|1|2|G089
20117988|1537670|N|1|2|G089
20119035|1547630|R|1|1|G089
20118317|1689530|N|1|2|G089
20066063|1386340|F|1|4|G089
20063263|1358140|N|1|2|G089
20067205|1556660|R|1|1|G089
20067639|1479950|R|1|1|G089
20069079||N|0|1|G089
20069210|1350140|N|1|24|G089
20023067|1407660|N|1|1|G089
20027848|1204730|S|1|2|G089
10035865|0878730|L|1|1|G089
20090437|1419720||1|1|G089
20080430|1822430||1|1|G089
20053851|1382830|N|1|1|G089
20028580|1513190|N|1|2|G089
10005430|0266120|N|1|2|G089
20056285|1377790|R|1|1|G089
20044707||R|0|1|G089
20054690||R|0|1|G089
20054405||R|0|12|G089
20048828||R|0|1|G089
20062921|1380770|R|1|1|G089
20028254|1159060|N|1|40|G089
20022231|1713890|N|1|2|G089
10026498|1355730|N|1|3|G089
10003495|0082230|N|1|1|G089
20064558|1388160|N|1|1|G089
20052642|1473750|N|1|1|G089
20048244||N|0|1|G089
20015668|1114780|R|1|1|G089
20045928||R|0|1|G089
20062333||R|0|1|G089
20043182||N|0|2|G089
20063504|1358450|N|1|1|G089
20063346||R|0|1|G089
20067269||N|0|1|G089
20130902|1574770||1|1|G089
20053466|1315730|N|1|10|G089
20018882|1135140|N|1|1|G089
20043999||R|0|1|G089
20040157||R|0|1|G089
20040637||R|0|1|G089
20039801||N|0|1|G089
20038485||R|0|1|G089
20049966||R|0|1|G089
20039506||N|0|1|G089
20060049|1527650|N|1|1|G089
20057581||N|0|1|G089
20046212|1179980|N|1|1|G089
20044263|1384150|R|1|1|G089
20010961|1521620|N|1|10|G089
20046388||N|0|6|G089
20053522|1401650|R|1|2|G089
20045229|1864180|N|1|1|G089
20051796|1395490|N|1|2|G089
20010529||N|0|1|G089
10026954|0752590|N|1|2|G089
20039722|1341650|N|1|1|G089
20054918||N|0|1|G089
20053580||N|0|1|G089
20046336|1367740|N|1|1|G089
10028677|1653820|V|1|4|G089
20117224|1781410|V|1|1|G089
20130477|1700940||1|1|G089
10033738|1277680|T|1|1|G089
20113923|1710530|I|1|1|G089
20129591|1602730|I|1|1|G089
10039125|0300330|N|1|1|G089
20067175||N|0|1|G089
20066493|1272020|N|1|1|G089
20068078||N|0|1|G089
20068081||N|0|1|G089
20068082|1865040|N|1|1|G089
20070186||N|0|1|G089
20071024|1311340|R|1|1|G089
20071870|1714030|N|1|1|G089
20070831||N|0|1|G089
20021501||R|0|1|G089
20047320||R|0|2|G089
20048321||R|0|1|G089
20044068||R|0|1|G089
20062834|1341510|N|1|1|G089
20030562|1382270|R|1|1|G089
20056999||N|0|1|G089
20056997||N|0|1|G089
20051993||N|0|1|G089
20054562|1298420||1|2|G089
20095233|1495170||1|50|G089
20106554|1863660|V|1|1|G089
20116925|1780850||1|2|G089
20113927|1710570|I|1|1|G089
20094669|1708100|V|1|1|G089
20092711|1400940|T|1|1|G089
20107567|1500230|V|1|1|G089
20062419||N|0|1|G089
20046409|1342060|N|1|6|G089
20027089||N|0|1|G089
20035390||N|0|0|G089
20037846|1200930|N|1|1|G089
20056155||N|0|1|G089
20055571||N|0|1|G089
20055698||N|0|1|G089
10000459|1134340|N|1|1|G089
20029140||R|0|1|G089
10039148|0246000|N|1|2|G089
20045062||R|0|1|G089
10039918|0888630|N|1|10|G089
20028272|1188610|N|1|1|G089
20055548||R|0|6|G089
20031665||N|0|1|G089
20037735|1162870|N|1|2|G089
20062441||N|0|1|G089
20048426||N|0|1|G089
20118209|1701180||1|8|G089
20078206|1391020||1|6|G089
20115505|1825830||1|2|G089
20128101|1799170||1|12|G089
10000418|1015410||1|2|G089
20036827|1199610||1|2|G089
20053796|1260160|L|1|12|G089
20026780|1504710|N|1|1|G089
10013365|1416780||1|1|G089
20085916|1312310|T|1|1|G089
20130517|1787800||1|1|G089
20101038|1448070||1|1|G089
20056500||N|0|1|G089
20044875||R|0|3|G089
20042633||N|0|1|G089
20054340||N|0|1|G089
10034179|0866980|N|1|2|G089
10037044|0309210|N|1|1|G089
20049557|1377300|N|1|1|G089
10003344|1426740|N|1|1|G089
20018788||N|0|1|G089
20028268|1302950|R|1|1|G089
20123734|||0|0|G089
10000106|0002470|R|1|1|G089
20056947||N|0|1|G089
20045503|1864120|N|1|1|G089
20062420||N|0|1|G089
20053750|1357360|N|1|1|G089
20054771|1534780|N|1|1|G089
20086847|1687650|N|1|1|G089
20086140|1312900|N|1|2|G089
20052296|1188460|L|1|25|G089
20115336|1435740|Z|1|100|G089
20054748|1372820|Z|1|10|G089
20077369|1353110||1|2|G089
20062283|1444120||1|1|G089
20060633|1528710|N|1|1|G089
20056182|1377680|N|1|1|G089
20052299|1264970||1|525|G089
20094283|1831430|E|1|2|G089
20092043|1433400||1|5|G089
10025848|0747090|L|1|1|G089
20113575|1546460||1|1|G089
10008064|0337530||1|1|G089
20034119|1234750||1|1|G089
10010350|1234660|L|1|1|G089
20100943|1448350|T|1|100|G089
20000299||N|0|1|G089
20094733|1457090||1|2|G089
20095417|1541210||1|2|G089
10004532|1450570||1|1|G089
20101463|1457940||1|1|G089
20125992|1536410|T|1|12|G089
20098812|1491060||1|1|G089
10003895|0566710||1|1|G089
10030819|1486620||1|5|G089
10000426|0012690|E|1|12|G089
10039946|1112450||1|1|G089
20097477|1575410||1|1|G089
20049227|1551030||1|2|G089
20041531|1456620||1|1|G089
20062877|1341530||1|2|G089
20103709|1582870||1|2|G089
20087860|1337510||1|1|G089
20009855|1416170||1|2|G089
20056799|1187790|L|1|3|G089
20089486|1419600||1|2|G089
20128706|1605070||1|1|G089
20126741|1487810||1|12|G089
20064216|1359110||1|2|G089
20093188|1551240||1|2|G089
20129436|1707240||1|3|G089
20126953|1612680||1|40|G089
20129568|1603460||1|1|G089
20130802|1683050||1|1|G089
20099955|1474760||1|3|G089
20129963|1691440||1|2|G089
20131213|1438740||1|1|G089
10012827|1201950||1|1|G089
20117804|1594710|V|1|2|G089
20117923|1537150||1|2|G089
20056977|1188200|D|1|10|G089
20098391|1467310||1|1|G089
20105917|1492210|I|1|1|G089
20039905|1637430|N|1|1|G089
20039553|1321030|R|1|1|G089
20042851|1404930|R|1|1|G089
20056301|1377910|N|1|1|G089
20043990||R|0|1|G089
20043996||R|0|1|G089
20048246|1181050|R|1|2|G089
20048949||N|0|2|G089
10034797|0872700|N|1|12|G089
20089825|1667170|N|1|2|G089
10002767|0379410||1|1|G089
20038548|1313480||1|2|G089
20066050|1271230||1|2|G089
10037032|1561940|T|1|1|G089
20127990|1742450||1|1|G089
20115355|1672080||1|1|G089
10016718|0505880||1|2|G089
20128809|1974830||1|1|G089
20008706|1134880||1|1|G089
20055265|1386980|S|1|3|G089
20017575|1378370|S|1|6|G089
20112523|1506110||1|1|G089
20054107|1297880|V|1|1|G089
20118913|1546880||1|10|G089
20118382|1608310||1|1|G089
20121376|1673870||1|1|G089
20092316|1314220||1|1|G089
20062365|1359530||1|24|G089
10003517|0060410|E|1|120|G089
10004262|0106290||1|2|G089
20081617|1391240||1|1|G089
20046979|1529860||1|1|G089
20072230|1311150||1|2|G089
10036916|1519390|D|1|4|G089
20130759|1682560|I|1|1|G089
20018825|1335760||1|1|G089
20094696|1434220|I|1|2|G089
20119472|1436060|I|1|1|G089
20122574|1562170||1|1|G089
20111710|1672560|V|1|1|G089
20107708|1500340|T|1|1|G089
20109980|1462160||1|1|G089
10003303|1267620|R|1|2|G089
20126381|1550830|T|1|1|G089
20098886|1457340|V|1|1|G089
20085008|1304390||1|2|G089
20084078|1832300||1|1|G089
20007699|1277740||1|2|G089
20067210|1556590|S|1|2|G089
20131498|||0|0|G089
20019831|1143090||1|1|G089
20123161|1979040||1|3|G089
20131720|1783920||1|30|G089
10016650|0456410||1|1|G089
20011004|1080870|R|1|2|G089
20046936||N|0|1|G089
20046776||N|0|1|G089
20041763||N|0|1|G089
20060361||R|0|1|G089
20048730||R|0|1|G089
20052529|1187760|L|1|1|G089
20002901|1051370||1|2|G089
10008821|0453530||1|2|G089
20112382|1608380||1|4|G089
20127735|1798570||1|30|G089
20132205|||0|0|G089
10014036|0543430||1|2|G089
20032099|1266690||1|20|G089
20092360|1375120||1|1|G089
10038628|0129940||1|2|G089
20053216|1386280||1|2|G089
10001826|0046470|L|1|2|G089
20130504|1591240|T|1|2|G089
20128393|1699610|Z|1|40|G089
10035016|1168400||1|2|G089
20035983|1335770||1|1|G089
20127013|1612920|I|1|1|G089
20128425|1699590|I|1|1|G089
20131795|1860750||1|1|G089
20128983|1564930|I|1|1|G089
20131614|1783330||1|1|G089
20102166|1653840|I|1|1|G089
20117286|1501200|T|1|1|G089
20097154|1414880|N|1|2|G089
20117202|1485920||1|1|G089
20094417|1957580||1|1|G089
20038766|1143260|L|1|2|G089
20120378|1627100||1|1|G089
20050351|1500130||1|2|G089
20123061|1569810||1|0|G089
20029851|1168490|N|1|1|G089
20052883||N|0|1|G089
20052897||N|0|1|G089
20052551||N|0|1|G089
20030953||N|0|1|G089
20063097||N|0|1|G089
20046684|1475890|R|1|1|G089
20060883|1439610|R|1|1|G089
20014696|1276480|N|1|1|G089
20123051|1569820||1|0|G089
20129754|1957660||1|1|G089
20129940|1840720|Z|1|1|G089
10013575|1234710|R|1|1|G089
20054367||N|0|1|G089
20043206||R|0|1|G089
20045177|1681810|N|1|2|G089
20053951||N|0|1|G089
20043096|1326630|N|1|2|G089
20115518|||0|0|G089
20123083|1615900||1|1|G089
10023747|1431720||1|1|G089
20104304|1543670|V|1|1|G089
20108993|1592990||1|1|G089
20131222|1438820||1|1|G089
20120451|1627460||1|2|G089
20082205|1411440|L|1|1|G089
20062311|1341140||1|1|G089
20097528|1573440||1|1|G089
